1;0
2;0
3;0
4;13
5;0
6;134
7;69
8;0
9;37
10;0
11;217
12;0
13;117
14;598
15;536
16;630
17;378
18;339
19;1156
20;4787
21;2245
22;948
23;656
24;865
25;715
26;692
27;900
28;0
29;977
30;0
31;90
32;66
33;156
34;97
35;0
36;0
37;0
38;0
39;0
40;48
41;0
42;131
43;337
44;238
45;4
46;7
47;24
48;14
49;10
50;7
51;234
52;108
